,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
606,Karl Erbes 2006 Ürziger Würzgarten Auslese * * * Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Karl Erbes,Ürziger Würzgarten Auslese * * * Goldkap,,Mosel-Saar-Ruwer,Germany,53.0,96.0,Joe Czerwinski,@JoeCz,"Rich and sweet yet without excessive weight, Erbes' three-star auslese goldkap features beautifully delineated aromas and flavors of dried apricots, ripe peaches and pineapples as well as great minerality and freshness. The finish is virtually endless. Imported by Chapin Cellars, LLC.","Mosel-Saar-Ruwer, Germany",7.0181,49.9138
607,Dr. H. Thanisch (Erben Müller-Burggraef) 2006 Berncasteler Doctor Beerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Dr. H. Thanisch (Erben Müller-Burggraef),Berncasteler Doctor Beerenauslese Goldkap,,Mosel-Saar-Ruwer,Germany,160.0,96.0,Joe Czerwinski,@JoeCz,"The wonderful minerality imparted by the Doctor vineyard is somehow able to keep this intensely sweet, rich wine from being heavy or cloying. Dried apricot notes mark the nose, followed by scents of mango, peach and pineapple; this wine virtually gushes with sweet tropical fruit and honey, yet maintains a wonderful sense of balance throughout.","Mosel-Saar-Ruwer, Germany",7.0181,49.9138
608,Domaines Vinsmoselle 2014 Bech-Kleinmacher Naumberg Grand Premier Cru Auxerrois (Moselle Luxembourgeoise),Auxerrois,Domaines Vinsmoselle,Bech-Kleinmacher Naumberg Grand Premier Cru,,Moselle Luxembourgeoise,Luxembourg,22.0,90.0,Jeff Jenssen,@worldwineguys,"Made from Auxerrois, this delightful white has heady lemon zest and grapefruit pith aromas. The flavors expand on the palate to include lemon curd, guava and mango. It finishes bright and zesty.","Moselle Luxembourgeoise, Luxembourg",-0.106829,51.596428
609,Domaines Vinsmoselle NV Pinot Luxembourg White (Moselle Luxembourgeoise),White Blend,Domaines Vinsmoselle,Pinot Luxembourg,,Moselle Luxembourgeoise,Luxembourg,16.0,89.0,Jeff Jenssen,@worldwineguys,"This non vintage white blend is composed of 50% Auxerrois, 40% Pinot Blanc, and 10% Pinot Gris. It has green apple and lemon pith aromas, lemon curd, apple juice and pastry flavors and a creamy finish.","Moselle Luxembourgeoise, Luxembourg",-0.106829,51.596428
610,Poll-Fabaire NV Cuvée Brut Crémant de Luxembourg Sparkling (Moselle Luxembourgeoise),Sparkling Blend,Poll-Fabaire,Cuvée Brut Crémant de Luxembourg,,Moselle Luxembourgeoise,Luxembourg,26.0,89.0,Jeff Jenssen,@worldwineguys,"This sparkling wine has vanilla bean, freshly baked brioche, Granny Smith apple and Bartlett pear aromas. It has a very nice mousse and flakey pie crust, lemon zest and pear flavors.","Moselle Luxembourgeoise, Luxembourg",-0.106829,51.596428
611,Winery Čitluk 2011 Blatina (Mostar),Blatina,Winery Čitluk,,,Mostar,Bosnia and Herzegovina,12.0,88.0,Jeff Jenssen,@worldwineguys,"A mix of red and black fruits pervade on the nose, with hints of roasted coffee beans bringing nuance. Flavors of black plum and freshly ground espresso dominate the palate.","Mostar, Bosnia and Herzegovina",17.8076584,43.3435855
612,Winery Čitluk 2007 Vranac Vranec (Mostar),Vranec,Winery Čitluk,Vranac,,Mostar,Bosnia and Herzegovina,13.0,85.0,Anna Lee C. Iijima,,"Toasted oak and cedar notes meld into lush, ripe black plums on the nose and palate of this fruit-forward, richly concentrated wine from Bosnia and Herzegovina. It's a straightforward, accessible wine, but well balanced with smooth tannins and a bright acidity","Mostar, Bosnia and Herzegovina",17.8076584,43.3435855
613,Tsantali 2005 Metoxi X Red (Mount Athos),Red Blend,Tsantali,Metoxi X,,Mount Athos,Greece,25.0,89.0,Susan Kostrzewa,@suskostrzewa,"Black cherry, cigarbox, pepper and mocha give this vclvety red class. Sultry, integrated and unfolding, the wine offers additional warming spice, cinnamon and chocolate on the palate. Mellow black fruits and a delicious cinnamon finish seal the deal.","Mount Athos, Greece",24.219091,40.271635
614,Tsantali 2009 Metoxi X Single Vineyard Xinomavro-Limnio-Cabernet Sauvignon Red (Mount Athos),Red Blend,Tsantali,Metoxi X Single Vineyard Xinomavro-Limnio-Cabernet Sauvignon,,Mount Athos,Greece,30.0,86.0,Susan Kostrzewa,@suskostrzewa,"Allspice, violet and plucky red berry aromas lead this Xinomavro-Limnio-Cabernet blend. Flavors of plum, leather, cinnamon and pepper are balanced and subtle. A good everyday bottle that will pair well with burgers, steak and mushroom dishes.","Mount Athos, Greece",24.219091,40.271635
615,Murfatlar 2011 Zestrea Demidulce Muskat Ottonel (Murfatlar),Muskat Ottonel,Murfatlar,Zestrea Demidulce,,Murfatlar,Romania,11.0,88.0,Anna Lee C. Iijima,,"Aromas of sunny citrus and apricot entice on this deliciously fruity Muskat Ottonel. Semidry in style, the palate is generously sweetened with the juice of fresh yellow cherry and peach. With so much zippy acidity, it finishes nearly dry.","Murfatlar, Romania",28.4107956,44.1742796
616,Murfatlar 2010 Zestrea Demidulce Feteasca Neagra (Murfatlar),Feteasca Neagra,Murfatlar,Zestrea Demidulce,,Murfatlar,Romania,9.0,88.0,Anna Lee C. Iijima,,"Despite Romanian labeling standards, this demidulce is only a shade off-dry. The palate is intensely juicy with a ripe cherry flavor that's accented by layers of violet, fresh herb and a striking crushed-granite minerality. Easygoing elegance for an incredible value price.","Murfatlar, Romania",28.4107956,44.1742796
617,Murfatlar 2011 Zestrea Demisec Feteascǎ Regalǎ (Murfatlar),Feteascǎ Regalǎ,Murfatlar,Zestrea Demisec,,Murfatlar,Romania,11.0,87.0,Anna Lee C. Iijima,,"Hints of sun-dried hay and honey add rustic charm to crisp yellow-peach and apricot flavors on the nose and palate of this off-dry, aromatic wine. Spritely with lemon-lime acidity, it finishes with a refreshing spray of cut green herb.","Murfatlar, Romania",28.4107956,44.1742796
618,Domaine Foivos 2003 Stalactite  (Muscat of Kefallonian),Muscat,Domaine Foivos,Stalactite,,Muscat of Kefallonian,Greece,30.0,87.0,Susan Kostrzewa,@suskostrzewa,"This Muscat offers luscious honey, lemon and tropical fruit on the nose, with viscous waves of lemon, pineapple and warming spice on the palate. Not overly complex but certainly appealing. Pair with creamy cheeses and fruit.","Muscat of Kefallonian, Greece",,
619,Achaia Clauss NV White Sweet Wine  (Muscat of Patras),Muscat,Achaia Clauss,White Sweet Wine,,Muscat of Patras,Greece,11.0,86.0,Susan Kostrzewa,@suskostrzewa,"Expressive aromas of candied pineapple, apricot, tropical fruit and citrus are followed by rounded floral and fruit flavors on the tongue. A nice spicy lift keeps the wine aloft. Pair with salted nuts, cheeses.","Muscat of Patras, Greece",,
620,Château Bela 2008 Riesling (Muzla),Riesling,Château Bela,,,Muzla,Slovakia,16.0,87.0,Anna Lee C. Iijima,,"Delicious scents of honey, apples and petrol lead to a luscious, full-bodied palate full of smoke and honey with a gripping lime skin astringency on the finish. Rich in honey tones, yet quite dry, the palate is balanced with a bracing acidity.","Muzla, Slovakia",18.5998896,47.7922978
621,Szoke Matyás 2011 Irsai Oliver (Mátra),Irsai Oliver,Szoke Matyás,,,Mátra,Hungary,13.0,87.0,Anna Lee C. Iijima,,"Intense notes of white flower and lemon peel perfume this lovely aromatic white. Dry on the palate, with tart tangerine and lime flavors, it is marked by hints of blossom and zesty lime pith. Crisp and tonic on the finish. Drink now.","Mátra, Hungary",19.973908,47.889913
622,Szoke Matyás 2011 Pinot Gris (Mátra),Pinot Gris,Szoke Matyás,,,Mátra,Hungary,13.0,87.0,Anna Lee C. Iijima,,"Savory notes of hazelnut skin and smoke are countered by crisp white-peach and tangerine flavors on this brisk, refreshing Pinot Gris. Dry in style with zesty acidity, it finishes on a faintly astringent note of lemon skin. Drink now.","Mátra, Hungary",19.973908,47.889913
623,Schloss Koblenz 2011 Sweet Red Blaufränkisch (Mátra),Blaufränkisch,Schloss Koblenz,Sweet Red,,Mátra,Hungary,12.0,85.0,Anna Lee C. Iijima,,"Delicate in scent, this has aromas of bright cherry and violet. This semisweet Blaufränkisch bursts on the palate with fresh red-cherry and strawberry flavors. Juicy and cheerful, it finishes with a hint of caramelized sugar.","Mátra, Hungary",19.973908,47.889913
624,Prinz Salm 2011 Berg Roxheim Erste Lage Trockenbeerenauslese Riesling (Nahe),Riesling,Prinz Salm,Berg Roxheim Erste Lage Trockenbeerenauslese,,Nahe,Germany,237.0,95.0,Anna Lee C. Iijima,,"Scents of sweet spice and orange marmalade waft exuberantly from this honey-kissed TBA. Lusciously sweet, the palate undulates with waves of mango, melon and pineapple flavor, accented with notes of potpourri and saffron. Lingers long with a shower of delicate acidity.","Nahe, Germany",10.13793,53.7942267
625,Prinz Salm 2011 Johannisberg Wallhausen Erste Lage Trockenbeerenauslese Riesling (Nahe),Riesling,Prinz Salm,Johannisberg Wallhausen Erste Lage Trockenbeerenauslese,,Nahe,Germany,237.0,94.0,Anna Lee C. Iijima,,"Aromas of mango and candied-orange rind lend a heady tropical feel to this concentrated TBA full of peach and marmalade flavors. Unctuous with sweet nectar, yet exquisitely dainty on the palate, it quivers with tangerine acidity and a finish that's laced with saffron and honey.","Nahe, Germany",10.13793,53.7942267
626,Weingut Weber 2011 Monzinger Frühlingsplätzchen Trockenbeerenauslese Riesling (Nahe),Riesling,Weingut Weber,Monzinger Frühlingsplätzchen Trockenbeerenauslese,,Nahe,Germany,400.0,94.0,Anna Lee C. Iijima,,"Honeycomb and crushed rocks, preserved peach and citrus rind mix lavishly in this creamy, feather-light TBA. A bracing strike of acidity jolts through the midpalate, but finds ease in layers of mouth coating honey and wax that meander through an endlessly lingering finish. Stunning now, but will evolve well for decades to come.","Nahe, Germany",10.13793,53.7942267
627,Kir-Yianni 2012 Ramnista Single Vineyard Xinomavro (Naoussa),Xinomavro,Kir-Yianni,Ramnista Single Vineyard,,Naoussa,Greece,27.0,92.0,Susan Kostrzewa,@suskostrzewa,"Black cherry, currants and plums on the nose lead into a delicious balance of olive, plums and herbs on the palate. Dried currants, crushes stone and leather are also in the mix, with a chalky finish keeping the wine on track. Keep this one in the cellar or drink now with lamb or olive tapenade.","Naoussa, Greece",22.0704126,40.6308695
628,Thymiopoulos 2012 Young Vines Xinomavro (Naoussa),Xinomavro,Thymiopoulos,Young Vines,,Naoussa,Greece,17.0,90.0,Susan Kostrzewa,@suskostrzewa,"Raspberry, spicebox and cinnamon aromas start this modern-style Xinomavro. Lively acidity and a good tannic structure balance the cherry fruit. A great introduction to the variety.","Naoussa, Greece",22.0704126,40.6308695
629,Chrisohoou 2013 Xinomavro (Naoussa),Xinomavro,Chrisohoou,,,Naoussa,Greece,16.0,89.0,Susan Kostrzewa,@suskostrzewa,"Savory spice and roasted meat aromas lead into flavors of tomato, olives and roasted meat. The wine has a brisk acidity and a smoky finish, making it perfect for grilled burgers, steaks and sausages.","Naoussa, Greece",22.0704126,40.6308695
630,Sula 2011 Dindori Reserve Shiraz (Nashik),Shiraz,Sula,Dindori Reserve,,Nashik,India,20.0,93.0,Mike DeSimone,@worldwineguys,"The nose carries notes of cassis, blackberry and bell pepper. An approachable, yet complex wine, the palate shows flavors of black cherry, bacon, black pepper, vanilla and espresso bean. Rich tannins linger without burdening the taste buds. Pleasant notes of smoke and salt linger on the finish.","Nashik, India",73.7902364,20.0112475
631,Sula 2014 Dindori Reserve Shiraz (Nashik),Shiraz,Sula,Dindori Reserve,,Nashik,India,19.0,92.0,Mike DeSimone,@worldwineguys,"Deep garnet in the glass, this wine has a nose of blackberry and roasting meat. It offers a sophisticated mélange of flavors, in particular ripe red cherry, smoke, roasting meat, cranberry and light spice with a hint of brambles. It is very bright on entry, but tannins sneak up and then linger on the gums beyond a smooth finish that is punctuated by a touch of smoke.","Nashik, India",73.7902364,20.0112475
632,Sula 2012 Estate Bottled Shiraz (Nashik),Shiraz,Sula,Estate Bottled,,Nashik,India,12.0,91.0,Mike DeSimone,@worldwineguys,"Aromas of blackberry, cherry preserves, white chocolate and a hint of green pepper prepare the taste buds for flavors of forest-fruit, smoked pork, black pepper, violet and almond blossom. A trio of fruit, savory tones and spice travels across the palate on a layer of smooth tannins, leading to a smoky finish.","Nashik, India",73.7902364,20.0112475
633,Kadesh Barnea 2004 Estate Bottled Reserve Kosher Cabernet Sauvignon (Negev Hills),Cabernet Sauvignon,Kadesh Barnea,Estate Bottled Reserve Kosher,,Negev Hills,Israel,35.0,86.0,Lauren Buzzeo,@laurbuzz,"The 18 months of aging in 90% American oak really shows in the forward flavors and aromas of vanilla and mocha. Some black fruit shines through on the palate in the form of cassis and black cherry. Balanced and round, though generally light weight.","Negev Hills, Israel",34.916667,30.5
634,Yatir 2006 Kosher Sauvignon Blanc (Negev Hills),Sauvignon Blanc,Yatir,Kosher,,Negev Hills,Israel,24.0,86.0,Lauren Buzzeo,@laurbuzz,"From grapes grown at the Ramal Arad vineyard located 500 meters above sea level. Pale straw in color, this is loaded with bright lime and pineapple notes with flavor accents of fresh cut grass and pear. Closes with an appropriately crisp and clean finish. Only 600 cases produced.","Negev Hills, Israel",34.916667,30.5
635,Yatir 2006 Kosher Sauvignon Blanc (Negev Hills),Sauvignon Blanc,Yatir,Kosher,,Negev Hills,Israel,24.0,86.0,Lauren Buzzeo,@laurbuzz,"From grapes grown at the Ramal Arad vineyard located 500 meters above sea level. Pale straw in color, this is loaded with bright lime and pineapple notes with flavor accents of fresh cut grass and pear. Closes with an appropriately crisp and clean finish. Only 600 cases produced.","Negev Hills, Israel",34.916667,30.5
636,Barkan 2013 Classic Pinot Noir (Negev),Pinot Noir,Barkan,Classic,,Negev,Israel,12.0,89.0,Mike DeSimone,@worldwineguys,"Dark garnet in the glass, this wine has a bouquet of black cherry, vanilla and anise. Flavors of black cherry, raspberry, chocolate and violet roll on the tongue amidst almost chewy tannins that are kept in check by bright acidity. There is a strong note of cranberry on the finish and a touch of chocolate on the post-palate.","Negev, Israel",34.9166667,30.5
637,Barkan 2013 Classic Pinot Noir (Negev),Pinot Noir,Barkan,Classic,,Negev,Israel,12.0,89.0,Mike DeSimone,@worldwineguys,"Dark garnet in the glass, this wine has a bouquet of black cherry, vanilla and anise. Flavors of black cherry, raspberry, chocolate and violet roll on the tongue amidst almost chewy tannins that are kept in check by bright acidity. There is a strong note of cranberry on the finish and a touch of chocolate on the post-palate.","Negev, Israel",34.9166667,30.5
638,Barkan 2010 Classic Pinot Noir (Negev),Pinot Noir,Barkan,Classic,,Negev,Israel,12.0,84.0,Lauren Buzzeo,@laurbuzz,"Easy-drinking and straightforward, this approachable Pinot offers bright notes of red cherry, blueberry and strawberry framed by dusty tannins and a softly herbal finish.","Negev, Israel",34.9166667,30.5
639,Neudorf 2010 Moutere Chardonnay (Nelson),Chardonnay,Neudorf,Moutere,,Nelson,New Zealand,42.0,93.0,Joe Czerwinski,@JoeCz,"Subtle toast and roasted cashew notes accent a wonderfully harmonious blend of stone fruit and citrus in this perennial favorite. It's medium to full in body and round without being fat or soft, long on the finish without being overly shrill or crisp. And it has a track record for aging well for up to 10 years or more.","Nelson, New Zealand",173.2836756,-41.2710849
640,Neudorf 2014 Chardonnay (Nelson),Chardonnay,Neudorf,,,Nelson,New Zealand,25.0,92.0,Joe Czerwinski,@JoeCz,"Consistently one of New Zealand's top Chardonnay producers, Neudorf flies the standard for Nelson, almost next door to better-known Marlborough. The medium-bodied 2014 Chardonnay begins with appetizing scents of toast, oak spice and white peach. On the palate, there's a lovely combination of spice and stone fruit, then lingering citrus on the finish. Drink now–2020.","Nelson, New Zealand",173.2836756,-41.2710849
641,Seifried 2013 Sauvignon Blanc (Nelson),Sauvignon Blanc,Seifried,,,Nelson,New Zealand,18.0,91.0,Joe Czerwinski,@JoeCz,"From one of the Nelson region's pioneering winemakers, this is as good a wine as I can remember the Seifried family producing. The combination of subtle snow-pea and bold passion-fruit flavors is spot on, and the wine's ample weight, slightly creamy texture and long, grapefruity finish work together to create a harmonious whole.","Nelson, New Zealand",173.2836756,-41.2710849
642,Nasiakos 2013 Agiorgitiko (Nemea),Agiorgitiko,Nasiakos,,,Nemea,Greece,19.0,92.0,Susan Kostrzewa,@suskostrzewa,"Cedar, violet and red forest fruit aromas start this complex and stately red. On the palate, cherry, plum and pepper prevail. A classic wine with potential in the cellar.","Nemea, Greece",22.6613055,37.8209952
643,Tselepos 2011 Classic Agiorgitiko (Nemea),Agiorgitiko,Tselepos,Classic,,Nemea,Greece,22.0,91.0,Susan Kostrzewa,@suskostrzewa,"Cedar, berries and tobacco on the nose of this elegant red give it a moody appeal. On the palate, cherry, mocha and smoke prevail. This wine has dimension and class.","Nemea, Greece",22.6613055,37.8209952
644,Kintonis 2012 Agiorgitiko (Nemea),Agiorgitiko,Kintonis,,,Nemea,Greece,15.0,90.0,Susan Kostrzewa,@suskostrzewa,"Thyme and crushed herbs on the nose of this red lead into flavors of sweet spice, smoked meat and boysenberry. The wine has an exotic spin and a balanced overall character. Elegant and distinctive.","Nemea, Greece",22.6613055,37.8209952
645,Château d'Auvernier 2012 White (Neuchâtel),White Blend,Château d'Auvernier,,,Neuchâtel,Switzerland,21.0,90.0,Jeff Jenssen,@worldwineguys,"The bouquet of this wine shows condensed fruit notes of green apple and lemon pith, with a slight nuance of vanilla on the nose. Full bodied and creamy on the palate, it exhibits balanced acidity on the finish.","Neuchâtel, Switzerland",6.9292641,46.9895828
646,Meinklang 2012 Konkret St. Laurent (Neusiedlersee),St. Laurent,Meinklang,Konkret,,Neusiedlersee,Austria,39.0,91.0,Anne Krebiehl MW,@AnneInVino,"Plush, almost candy-like berry notes mingle with fresher inflections of moss on the aromatic nose. The soft and supple palate unleashes even more berry and cherry fruit, so much so that it takes a moment to realise that there is an actual, firm structure to support this purple-tinged display which finishes in medium-bodied spiciness.","Neusiedlersee, Austria",16.83266656850715,47.93051975
647,Schwarz Wein 2010 Zweigelt (Neusiedlersee),Zweigelt,Schwarz Wein,,,Neusiedlersee,Austria,60.0,91.0,Roger Voss,@vossroger,"A big wine in every sense—including its heavy bottle—this is as dense as Zweigelt gets. It retains some of the great bitter-cherry flavor characteristic of the grape, adding spice and wood notes, plus a dense, firm texture. As it develops, this will show impressive depth of flavor.","Neusiedlersee, Austria",16.83266656850715,47.93051975
648,Nittnaus Anita und Hans 2005 TBA Chardonnay-Pinot Blanc (Neusiedlersee),Chardonnay-Pinot Blanc,Nittnaus Anita und Hans,TBA,,Neusiedlersee,Austria,59.0,91.0,Roger Voss,@vossroger,"A particularly rich, unctuous wine, its ripe and oily texture a foil for the lime acidity, the botrytis and the tangy honey flavors. It's an impressive full-in-the-mouth wine, worth aging for several years.","Neusiedlersee, Austria",16.83266656850715,47.93051975
649,Nevada Ridge 2011 Barbera (Nevada),Barbera,Nevada Ridge,,Nevada,Nevada,United States,22.0,85.0,Alexander Peartree,,"There are lots of dried tones to the nose: herbs, meat and hay. The palate shows more fruit, with tart cherry and raspberry flavors giving a snappy resistance to the grippy, sandy tannins.","Nevada, United States",-116.8537227,39.5158825
650,Nevada Ridge 2011 Barbera (Nevada),Barbera,Nevada Ridge,,Nevada,Nevada,United States,22.0,85.0,Alexander Peartree,,"There are lots of dried tones to the nose: herbs, meat and hay. The palate shows more fruit, with tart cherry and raspberry flavors giving a snappy resistance to the grippy, sandy tannins.","Nevada, United States",-116.8537227,39.5158825
651,Pahrump Valley Winery 2005 Nevada Ridge First Crush Zinfandel (Nevada),Zinfandel,Pahrump Valley Winery,Nevada Ridge First Crush,Nevada,Nevada,United States,75.0,84.0,,,"A luxurious mouthfeel and good concentration are this wine's chief attractions. Flavors are more earthy than fruity, with tones of compost and stewed prunes. Medium finish shows ripe but slightly drying tannins. Drink now.","Nevada, United States",-116.8537227,39.5158825
652,Heritage 2010 Estate Reserve Syrah (Outer Coastal Plain),Syrah,Heritage,Estate Reserve,Outer Coastal Plain,New Jersey,United States,35.0,87.0,,,"Ripe aromas of red cherry, raspberry, toasty oak and fines herbes lead onto the medium- to full-bodied palate. It has jazzy, succulent acids, dusty tannins and a tangy finish.","New Jersey, United States",-74.4041622,40.0757384
653,Unionville 2010 Pheasant Hill Single Vineyard Estate Bottled Pinot Noir (New Jersey),Pinot Noir,Unionville,Pheasant Hill Single Vineyard Estate Bottled,New Jersey,New Jersey,United States,36.0,87.0,,,"Flavors of raspberry jam, pain grille, spice box and dark cherry are forward and succulent, thanks to the juicy acidity and flexible tannins. An herbal rose note surfaces on the midpalate, leading to a warm, persistent finish. Enjoy this with grilled salmon with a soy-ginger glaze.","New Jersey, United States",-74.4041622,40.0757384
654,Unionville 2010 Estate Bottled Dry Riesling (New Jersey),Riesling,Unionville,Estate Bottled Dry,New Jersey,New Jersey,United States,16.0,84.0,,,"This has a soft core that's framed by citrusy acids, with an oxidative apple flavor that starts out with full steam, but loses some momentum on the midpalate. Try pairing this with crab cakes with a mild celeriac remoulade.","New Jersey, United States",-74.4041622,40.0757384
655,La Chiripada 2010 Artist Series I Viognier (New Mexico),Viognier,La Chiripada,Artist Series I,New Mexico,New Mexico,United States,20.0,88.0,,,"A highly aromatic and expressive wine, this explodes with scents of baked pineapple, ruby grapefruit, tangerine and apricot preserves. Fleshy, concentrated and focused, the palate has plenty of animated acidity. The flavor intensity is solid on the medium-to-long finish, ending with a touch of warmth.","New Mexico, United States",-76.9488691,39.6034351
656,Vivác Winery 2007 Merlot (New Mexico),Merlot,Vivác Winery,,New Mexico,New Mexico,United States,17.0,86.0,Anna Lee C. Iijima,,"The nose is a pleasant harmony of dark, ripe fruit, espresso grinds and carefully charred French oak. Coffee and cigar box notes carry through the palate as well, marrying with fresher red-fruit flavors. There's quite a bit of tannin to grapple with still, but overall, it's a pleasant medium-bodied red.","New Mexico, United States",-76.9488691,39.6034351
657,Blue Teal 2010 Riesling (New Mexico),Riesling,Blue Teal,,New Mexico,New Mexico,United States,10.0,86.0,Anna Lee C. Iijima,,"Abundant tropical fruit and honeysuckle aromas get a fine zesting of lime skin on this surprising bang-for-your-buck Riesling. Semisweet in style, almost with a deeply concentrated fruit palate, it finishes quite dry on a supple, waxy lanolin note.","New Mexico, United States",-76.9488691,39.6034351
658,De Bortoli 2007 Noble One Bortytis Semillon (New South Wales),Sémillon,De Bortoli,Noble One Bortytis,New South Wales,New South Wales,Australia,32.0,94.0,Joe Czerwinski,@JoeCz,"De Bortoli's Noble One is as good as ever in 2007, offering intense botrytis, dried apricots, honey and bergamot in a sweetly unctuous style. Think of a Sauternes, but with more sugar and less alcohol. It should age well for 10 or more years.","New South Wales, Australia",147.2869493,-31.8759835
659,Tyrrell's 2010 HVD Semillon (Hunter Valley),Sémillon,Tyrrell's,HVD,Hunter Valley,New South Wales,Australia,47.0,93.0,Joe Czerwinski,@JoeCz,"From a single vineyard planted in 1908, this Semillon is just entering its window of drinkability, where it should remain for at least another 10 years. Scents of fresh lime juice and grilled toast lead the way, backed by flavors of limes and mandarin oranges. It's medium in body, plump yet tightly focused, with a lengthy finish full of toast and citrus zest.","New South Wales, Australia",147.2869493,-31.8759835
660,Tyrrell's 2014 Shiraz (Hunter Valley),Shiraz,Tyrrell's,,Hunter Valley,New South Wales,Australia,25.0,92.0,Joe Czerwinski,@JoeCz,"The Tyrrell family was excited about its 2014s when I visited there earlier this year, and this suggests their ebullience is well founded. The aromas are fresh and floral, loaded with cherry-berry fruit and a hint of cracked pepper, while on the palate, the wine is medium bodied and supple, with a long, peppery, silky finish.","New South Wales, Australia",147.2869493,-31.8759835
661,Hermann J. Wiemer 2015 Magdalena Vineyard Riesling (Seneca Lake),Riesling,Hermann J. Wiemer,Magdalena Vineyard,Seneca Lake,New York,United States,36.0,94.0,Anna Lee C. Iijima,,"Despite a savory backbone of slate and tart, tangerine acidity, sun-kissed cantaloupe, pineapple and citrus take center stage in this full-bodied Riesling. It's fresh and dry yet lusciously mouthfilling, clinging on the palate through a long, meandering finish. It's gorgeous already but should develop well through 2028.","New York, United States",-84.8105,38.42785
662,Hermann J. Wiemer 2012 Magdalena Vineyard Cabernet Franc (Seneca Lake),Cabernet Franc,Hermann J. Wiemer,Magdalena Vineyard,Seneca Lake,New York,United States,32.0,94.0,Anna Lee C. Iijima,,"While the Finger Lakes region is better known for Riesling, this gorgeously composed single-vineyard Cabernet Franc sets a benchmark for American red wine. The nose is delicately perfumed of violet, lavender and autumn leaves. On the palate, swirls of luscious black fruit juxtapose layers of granite and stone. Briskly balanced, yet endlessly persistent on the finish, it's a standout bottling that's well worth seeking out.","New York, United States",-84.8105,38.42785
663,Hermann J. Wiemer 2015 HJW Vineyard Riesling (Finger Lakes),Riesling,Hermann J. Wiemer,HJW Vineyard,Finger Lakes,New York,United States,39.0,94.0,Anna Lee C. Iijima,,"Fresh green herbs and lime zest lend vibrance to this lighter-bodied bottling from Wiemer's 2015 vintage. White grapefruit and citrus are piercing and spry, finishing with a delightful edge of salt and crushed-stone. Drinks beautifully now but should develop well through 2028.","New York, United States",-84.8105,38.42785
664,Sophora NV Cuvée Sparkling (New Zealand),Sparkling Blend,Sophora,Cuvée,,New Zealand,New Zealand,16.0,88.0,,,"This is an opulent, showy style of a sparkling wine. Notes of honey, brioche, dates and ginger lead to a rich, round texture and vigorous mousse. The finish is a little mealy and sweet but there are plenty who will dig this rich style, particularly once they see the affordable price tag.","New Zealand, New Zealand",172.8344077,-41.5000831
665,Tussock Jumper 2016 Sauvignon Blanc (New Zealand),Sauvignon Blanc,Tussock Jumper,,,New Zealand,New Zealand,15.0,88.0,Joe Czerwinski,@JoeCz,"this medium-bodied Sauvignon Blanc shows only a bit of grassiness. Rather than green, it offers predominantly pineapple, grapefruit and even a touch of stone fruit, finishing with a citrusy flourish.","New Zealand, New Zealand",172.8344077,-41.5000831
666,Tussock Jumper 2016 Sauvignon Blanc (New Zealand),Sauvignon Blanc,Tussock Jumper,,,New Zealand,New Zealand,15.0,88.0,Joe Czerwinski,@JoeCz,"this medium-bodied Sauvignon Blanc shows only a bit of grassiness. Rather than green, it offers predominantly pineapple, grapefruit and even a touch of stone fruit, finishing with a citrusy flourish.","New Zealand, New Zealand",172.8344077,-41.5000831
667,Schloss Gobelsburg 2015 Eiswein Grüner Veltliner (Niederösterreich),Grüner Veltliner,Schloss Gobelsburg,Eiswein,,Niederösterreich,Austria,45.0,96.0,Anne Krebiehl MW,@AnneInVino,"A cloud of otherworldly flavors enters the brain: candied pineapple, vanilla, candied peach, caramel, Mirabelle and a touch of honey. The palate presents viscous sweetness, pierced by fresh acidity that explodes completely. This is a pure, rich and aromatic Eiswein of Austria's flagship variety. Delicious now, it should cellar well through at least 2040.","Niederösterreich, Austria",15.7632457,48.2817813
668,Salomon-Undhof 2009 Bienenfeld Beerenauslese Riesling (Niederösterreich),Riesling,Salomon-Undhof,Bienenfeld Beerenauslese,,Niederösterreich,Austria,38.0,96.0,Anne Krebiehl MW,@AnneInVino,"Golden liquid, a piercing nose, utter musk: these are the first impressions of this fragrant, botrytised win. A topnote of candied lemon hovers above the core flavor of beeswax, while bright, juicily luscious acidity makes the mouth water. This is a concentrated high-wire act, dancing between bundled sweetness and the piercing, enlivening freshness of Riesling acidity. Nothing is cloying; everything bathes in the freshness of the balancing acidity that sharpens the flavors. It's gorgous now, but will last well through 2040.","Niederösterreich, Austria",15.7632457,48.2817813
669,Salomon-Undhof 2009 Rosengold Beeranauslese Gelber Traminer (Niederösterreich),Gelber Traminer,Salomon-Undhof,Rosengold Beeranauslese,,Niederösterreich,Austria,35.0,95.0,Anne Krebiehl MW,@AnneInVino,"The musky touch of botryrtis clings to the mellow, sweet ripeness of juicy Mirabelle plums and candied citrus on the nose. The palate follows with a supremely balanced sweetness that's nonetheless bright and luminous with lemony freshness. A floral perfume fills the palate with a fragrance that lasts and lasts.","Niederösterreich, Austria",15.7632457,48.2817813
